NAME,OPERATING SYSTEM,PRIVATE IP ADDRESS,GPCMS_ENV (TAG),SUBSCRIPTION ID
autocheck-vm,Linux,10.1.0.4,test,88715916-3ed8-463d-9cc3-fe9f9661b725
